id,name,description,price,imageUrls,category,keywords
6056,LOCTITE ABLESTIK CT 5047-2,"LOCTITE ABLESTIK CT 5047-2 is a high-performance, moisture-tolerant anaerobic adhesive specifically designed for demanding industrial applications. This versatile product offers exceptional strength, excellent resistance to vibration and shock, and outstanding thermal stability.

Features:

- Excellent resistance to environmental conditions
- Fast curing time for efficient production processes
- Exceptional mechanical properties for demanding applications
- Excellent resistance to chemical degradation
- Suitable for a wide range of materials, including metals, plastics, and composites

Keywords: anaerobic adhesive, high performance, moisture tolerant, industrial applications, strength, vibration resistance, shock resistance, thermal stability, chemical resistance, material compatibility, efficient production, fast curing, versatile, exceptional, chemical degradation, industrial adhesives",,"https://ik.imagekit.io/manwar1/6056-3_GXQMydLt3.jpg,https://ik.imagekit.io/manwar1/6056-2_h8ozHwHPoE.jpg,https://ik.imagekit.io/manwar1/6056-1_DynBonFYK.jpg",Industrial Chemicals,"LOCTITE ABLESTIK CT 5047-2 , adhesive sealant, Bangladesh, construction adhesive, sealant for leaks, waterproof sealant, bonding agent, thread sealant, electronic sealant, industrial adhesive"
6057,LOCTITE ABLESTIK FDA 2 BIPAX,"The LOCTITE ABLESTIK FDA 2 BIPAX is a two-part, silicone-based adhesive specifically designed for bonding and sealing medical devices in compliance with FDA regulations. Its exceptional bond strength and broad operating temperature range make it ideal for a diverse range of applications in healthcare.

Features:

- Excellent adhesion to various materials, including plastics, metals, and glass
- Outstanding mechanical and thermal stability
- Biocompatible and non-toxic
- Resistant to chemicals and sterilization methods
- Meets USP Class VI standards for medical device materials

Keywords: Medical adhesive, Silicone adhesive, Biocompatible adhesive, Sealant for medical devices, FDA-compliant, Medical device bonding, High-performance adhesive, Two-part adhesive, Surgical",,"https://ik.imagekit.io/lord8131/6057-3_CK0OGityHW.jpg,https://ik.imagekit.io/lord8131/6057-1_4IN455snLx.jpg,https://ik.imagekit.io/lord8131/6057-2_uYXzZTwp9Q.jpg",Industrial Chemicals,"LOCTITE ABLESTIK FDA 2 BIPAX , adhesive sealant, Bangladesh, construction adhesive, sealant for leaks, waterproof sealant, bonding agent, thread sealant, electronic sealant, industrial adhesive"
6058,LOCTITE ABLESTIK 57C," LOCTITE ABLESTIK 57C

A high-performance anaerobic adhesive specifically designed for securing and sealing threaded connections. Provides excellent resistance to vibration, shock and thermal cycling. 

Features:

- Forms a stable, flexible seal
- Excellent resistance to chemicals and solvents
- Bonds to a wide variety of materials, including metal, plastic and composites
- Non-dripping and non-sagging formula
- Remains flexible and elastic over a wide temperature range

Keywords: anaerobic adhesive, thread sealant, high performance, flexible, chemical resistance, solvent resistance, material compatibility, non-dripping, non-sagging, temperature resistance, vibration resistance, shock resistance, sealing, bonding, construction, industrial,",,"https://ik.imagekit.io/manwar1/6058-2__WRMqcVEB.jpg,https://ik.imagekit.io/manwar1/6058-1_skRVhA4MSr.jpg,https://ik.imagekit.io/manwar1/6058-3_lDPk_8sVHC.jpg",Industrial Chemicals,"LOCTITE ABLESTIK 57C , adhesive sealant, Bangladesh, construction adhesive, sealant for leaks, waterproof sealant, bonding agent, thread sealant, electronic sealant, industrial adhesive"
6059,LOCTITE 454," Loctite 454

A high-performance anaerobic sealant specifically designed for sealing metal surfaces. Offers excellent resistance to temperature, vibration, and chemicals. Provides a permanent, leak-proof seal on critical components.

Features:

- Excellent resistance to vibration and shock
- Remains flexible and elastic over a wide temperature range
- Withstands temperatures up to 250°C
- Excellent chemical resistance to a variety of fluids and gases
- Provides a secure, leak-proof seal
- Non-toxic and halogen-free

Keywords: anaerobic sealant, metal surfaces, high-performance, temperature resistance, vibration resistance, chemical resistance, leak-proof, non-toxic, halogen-free, sealing, bonding",,"https://ik.imagekit.io/lord8131/6059-2_c8wbo2jI1D.jpg,https://ik.imagekit.io/lord8131/6059-1_JPca-79osj.jpg,https://ik.imagekit.io/lord8131/6059-3_F29zse_jTS.jpg",Industrial Chemicals,"LOCTITE 454 , adhesive sealant, Bangladesh, construction adhesive, sealant for leaks, waterproof sealant, bonding agent, thread sealant, electronic sealant, industrial adhesive"
6060,TECHNOMELT PUR 4663,"The TECHNOMELT PUR 4663 is a high-performance polyurethane resin specifically designed for the manufacture of rigid and flexible foams. It features excellent mechanical properties, exceptional thermal stability, and outstanding resistance to chemicals and UV light. This versatile resin is ideal for various applications in industries such as automotive, construction, and furniture manufacturing. Its exceptional adhesion and compatibility with various substrates make it suitable for bonding, casting, and encapsulation. The TECHNOMELT PUR 4663 offers excellent processing stability, allowing for precise control of foam density and cell structure. Keywords: Polyurethane resin, Rigid foam, Flexible foam, High-performance, Mechanical properties, Thermal stability, Chemical resistance, UV resistance, Bonding, Casting, Encapsulation, Automotive, Construction",,"https://ik.imagekit.io/manwar1/6060-1__BhNnLZNp.jpg,https://ik.imagekit.io/manwar1/6060-3_LtPzUR8ai1.jpg,https://emg.trustglobal.eu.org/images/no-p.jpg",Industrial Chemicals,"TECHNOMELT PUR 4663 , adhesive sealant, Bangladesh, construction adhesive, sealant for leaks, waterproof sealant, bonding agent, thread sealant, electronic sealant, industrial adhesive"
6061,LOCTITE 2701,"LOCTITE 2701: Industrial-Strength Anaerobic Adhesive

LOCTITE 2701 is an industrial-strength anaerobic adhesive designed for permanent bonding of metal, plastic, and composite parts. Its exceptional strength and resistance to environmental conditions make it ideal for various applications in manufacturing, assembly, and maintenance.

Features:

- Fast curing time for efficient production processes
- Excellent resistance to vibration, shock, and thermal cycling
- Superior mechanical strength and impact resistance
- Non-corrosive and non-toxic, safe for use in food contact applications
- Excellent resistance to water, oil, and chemicals

Keywords: Anaerobic adhesive, industrial bonding, metal bonding, plastic bonding, composite bonding,",,"https://ik.imagekit.io/lord8131/6061-3_x0EJW_bwp.jpg,https://ik.imagekit.io/lord8131/6061-1_wfTxxoMEb.jpg,https://ik.imagekit.io/lord8131/6061-2_ns9X1wS9Q6.jpg",Industrial Chemicals,"LOCTITE 2701 , adhesive sealant, Bangladesh, construction adhesive, sealant for leaks, waterproof sealant, bonding agent, thread sealant, electronic sealant, industrial adhesive"
6062,LOCTITE 290,"LOCTITE 290

Superglue that rapidly forms a strong, flexible bond on most materials like metal, plastic, glass, rubber, and wood. Its versatile formula makes it ideal for a wide range of applications, from fixing broken items to assembling furniture.

Features:
- Fast-drying and tack-free in seconds
- Flexible and impact-resistant bond
- Excellent adhesion to diverse materials
- Weatherproof and resistant to vibration
- Bonds remain flexible even at low temperatures

Keywords: superglue, adhesive, bond, flexible, strong, rapid, versatile, materials, metal, plastic, glass, rubber, wood, weatherproof, vibration, low temperatures",,"https://ik.imagekit.io/manwar1/6062-3_WjbZIjWZuh.jpg,https://ik.imagekit.io/manwar1/6062-2_W1pn6HUymt.jpg,https://ik.imagekit.io/manwar1/6062-1_G1z96sb9i.jpg",Industrial Chemicals,"LOCTITE 290 , adhesive sealant, Bangladesh, construction adhesive, sealant for leaks, waterproof sealant, bonding agent, thread sealant, electronic sealant, industrial adhesive"
6063,LOCTITE 431,"LOCTITE 431

A versatile and reliable anaerobic sealant specifically designed for sealing threaded fasteners and preventing leaks. It forms a tough, flexible seal that resists vibration and shock.

- Excellent for use on metal, plastic, and composite components.
- Provides a wide temperature range for reliable performance.
- Non-corrosive and non-toxic, safe for use in food contact applications.
- Excellent resistance to water, oil, and chemicals.
- Ideal for assembly lines and general maintenance.

Keywords: anaerobic sealant, fastener locking, leak prevention, threaded connections, metal sealing, plastic sealing, composite sealing, high temperature resistance, food contact, corrosion resistance, vibration resistance, shock resistance, reliable sealing.",,"https://ik.imagekit.io/lord8131/6063-3_Xq2E81xTl.jpg,https://ik.imagekit.io/lord8131/6063-2_5FfRWdQquq.jpg,https://ik.imagekit.io/lord8131/6063-1_O4YMIPG9h1.jpg",Industrial Chemicals,"LOCTITE 431 , adhesive sealant, Bangladesh, construction adhesive, sealant for leaks, waterproof sealant, bonding agent, thread sealant, electronic sealant, industrial adhesive"
6064,LOCTITE 416," LOCTITE 416

A versatile anaerobic sealant specifically designed for sealing and protecting metal surfaces. 

Features:

- Creates an excellent, flexible seal that resists vibration and thermal expansion/contraction.
- Excellent resistance to water, oil, and many chemicals.
- Bonds securely to most metals, including steel, stainless steel, aluminum, and brass.
- Remains flexible and elastic over a wide temperature range.
- Non-toxic and meets FDA and RoHS requirements.

Keywords: anaerobic sealant, metal bonding, vibration resistance, thermal expansion, chemical resistance, flexible seal, FDA compliant, RoHS compliant, versatile sealant, metal surface protection, enhanced durability, reliable bonding, secure seal, cost-effective solution.",,"https://ik.imagekit.io/manwar1/6064-2_dvEGeSeNpg.jpg,https://ik.imagekit.io/manwar1/6064-3_WiAuMv5dHP.jpg,https://ik.imagekit.io/manwar1/6064-1_-3LLqa6miY.jpg",Industrial Chemicals,"LOCTITE 416 , adhesive sealant, Bangladesh, construction adhesive, sealant for leaks, waterproof sealant, bonding agent, thread sealant, electronic sealant, industrial adhesive"
6065,LOCTITE 416," LOCTITE 416

A versatile, medium-viscosity anaerobic adhesive specifically designed for securing metal, ceramic, and glass components. Provides excellent resistance to vibration, shock, and thermal cycling. 

Features:

- Excellent adhesion to various materials
- Excellent resistance to environmental factors
- Fast curing time for efficient assembly
- Non-toxic and non-flammable
- Thixotropic paste for easy application

Keywords: anaerobic adhesive, medium viscosity, metal bonding, ceramic bonding, glass bonding, vibration resistance, shock resistance, thermal cycling resistance, non-toxic, non-flammable, thixotropic, assembly, sealant, construction, electronics, precision engineering, manufacturing, industrial applications.",,"https://ik.imagekit.io/lord8131/6065-1_dvtO21wSI.jpg,https://ik.imagekit.io/lord8131/6065-2_gypK7dUHl.jpg,https://ik.imagekit.io/lord8131/6065-3_XsLD8IHF3N.jpg",Industrial Chemicals,"LOCTITE 416 , adhesive sealant, Bangladesh, construction adhesive, sealant for leaks, waterproof sealant, bonding agent, thread sealant, electronic sealant, industrial adhesive"
6066,LOCTITE UK U-09LV,"The LOCTITE UK U-09LV is a universal, solvent-free anaerobic sealant designed to provide a permanent, leak-proof seal on metal, plastic, glass, and composite surfaces. 

- Fast curing and develops high strength in 24 hours.
- Excellent resistance to vibration, shock and thermal cycling.
- Paintable and suitable for use in wet environments.
- Provides a flexible and durable seal.
- Non-toxic and RoHS compliant.

Keywords: anaerobic sealant, universal sealant, solvent-free sealant, permanent seal, leak-proof seal, high strength, fast curing, paintable, vibration resistant, shock resistant, thermal cycling resistant, RoHS compliant.",,"https://ik.imagekit.io/manwar1/6066-3_xPCqAtcmX.jpg,https://ik.imagekit.io/manwar1/6066-2_wRhqHTpbj.jpg,https://ik.imagekit.io/manwar1/6066-1_QZcZHA9Pa.jpg",Industrial Chemicals,"LOCTITE UK U-09LV , adhesive sealant, Bangladesh, construction adhesive, sealant for leaks, waterproof sealant, bonding agent, thread sealant, electronic sealant, industrial adhesive"
6067,LOCTITE UK U-09FL,"LOCTITE UK U-09FL

Ultra-high performance, anaerobic sealant designed for sealing and protecting metal, plastic and rubber components. Features exceptional resistance to vibration, shock and thermal cycling. Forms a tough, flexible and tenacious seal that resists cracking, leaking and corrosion.

Benefits:

- Excellent adhesion to a wide range of materials
- Exceptional vibration and shock resistance
- Superior resistance to thermal cycling
- Forms a flexible and durable seal
- Excellent resistance to hydrolysis and chemicals
- Non-toxic and RoHS compliant

Keywords: anaerobic sealant, high performance, vibration resistance, shock resistance, thermal cycling, flexible seal, corrosion resistance, metal, plastic, rubber, RoHS compliant, adhesive sealant, electronic sealant,",,"https://ik.imagekit.io/lord8131/6067-1_tmuIThUes.jpg,https://ik.imagekit.io/lord8131/6067-2_NY_dwTY5F.jpg,https://ik.imagekit.io/lord8131/6067-3_oQzkF8_Ph.jpg",Industrial Chemicals,"LOCTITE UK U-09FL , adhesive sealant, Bangladesh, construction adhesive, sealant for leaks, waterproof sealant, bonding agent, thread sealant, electronic sealant, industrial adhesive"
6068,LOCTITE UK U-10FL," LOCTITE UK U-10FL

Superglue specifically engineered for plastics, rubber, and composites. Provides excellent impact resistance and excellent resistance to vibrations and temperature changes.

Features:

- Fast curing for efficient assembly
- Flexible and resilient bond
- Excellent impact resistance
- Versatile adhesive for a wide variety of materials
- Excellent resistance to vibrations and temperature changes
- Non-toxic and RoHS compliant

Keywords: superglue, plastic adhesive, rubber adhesive, composite adhesive, impact resistant, vibration resistant, temperature resistant, versatile, non-toxic, RoHS compliant, adhesive for plastics, adhesive for rubber, adhesive for composites",,"https://ik.imagekit.io/manwar1/6068-3_WUEi59VnL.jpg,https://ik.imagekit.io/manwar1/6068-1_bVEyYhuDyq.jpg,https://ik.imagekit.io/manwar1/6068-2_x7tFDcWbP.jpg",Industrial Chemicals,"LOCTITE UK U-10FL , adhesive sealant, Bangladesh, construction adhesive, sealant for leaks, waterproof sealant, bonding agent, thread sealant, electronic sealant, industrial adhesive"
6069,LOCTITE UK 1367 B10,"LOCTITE UK 1367 B10

A high-performance anaerobic sealant specifically designed for sealing leaks and preventing contaminants from entering critical components.

Features:

- Excellent resistance to vibration and shock
- Bonds to most metals, plastics, and elastomers
- Self-healing properties ensure long-term performance
- High chemical and thermal resistance
- Suitable for use in aerospace, automotive, and general industrial applications

Keywords: anaerobic sealant, leak prevention, contaminant exclusion, aerospace sealant, automotive sealant, industrial sealant, high-performance sealant, vibration resistance, shock resistance, self-healing sealant, chemical resistance, thermal resistance, aerospace, automotive, industrial applications",,"https://ik.imagekit.io/lord8131/6069-2_ETemIWANM.jpg,https://ik.imagekit.io/lord8131/6069-3_KGcE96hoph.jpg,https://ik.imagekit.io/lord8131/6069-1_aQjvgDUnMe.jpg",Industrial Chemicals,"LOCTITE UK 1367 B10 , adhesive sealant, Bangladesh, construction adhesive, sealant for leaks, waterproof sealant, bonding agent, thread sealant, electronic sealant, industrial adhesive"
6070,LOCTITE 660,"The LOCTITE 660 is a high-performance anaerobic sealant specifically designed for sealing and protecting metal-to-metal joints. Its unique formula creates a tough, elastic seal that resists vibration, shock and extreme temperatures.

- Excellent adhesion to various metals, including steel, aluminum, brass and stainless steel.
- Forms a non-hardening, flexible seal that absorbs shock and vibration.
- Excellent resistance to water, oil, chemicals and other aggressive fluids.
- Suitable for use in automotive, industrial and aerospace applications.
- Provides a long-lasting, reliable seal for critical components.

Keywords: anaerobic sealant, metal-to-metal joint, high performance, vibration resistance, shock resistance, temperature resistance, fluid",,"https://ik.imagekit.io/manwar1/6070-1_cz802CoG5.jpg,https://ik.imagekit.io/manwar1/6070-2_ALSJfIGfS.jpg,https://ik.imagekit.io/manwar1/6070-3_NRyhE5jzx.jpg",Industrial Chemicals,"LOCTITE 660 , adhesive sealant, Bangladesh, construction adhesive, sealant for leaks, waterproof sealant, bonding agent, thread sealant, electronic sealant, industrial adhesive"
6071,LOCTITE EA 11C,"LOCTITE EA 11C is a versatile, medium-strength threadlocker designed for metal assemblies where vibration resistance and disassembly are required. This anaerobic adhesive cures when confined in the absence of air, forming a strong, permanent bond that prevents loosening and leakage. Ideal for threaded fasteners in automotive, industrial, and general maintenance applications, LOCTITE EA 11C provides reliable performance in a wide range of temperatures and environments.

Keywords: LOCTITE EA 11C, threadlocker, metal assemblies, vibration resistance, disassembly, anaerobic adhesive, thread sealant, fasteners, automotive, industrial, maintenance",,"https://ik.imagekit.io/lord8131/6071-2_D_3bJC-srI.jpg,https://ik.imagekit.io/lord8131/6071-1_9YeKlq8Pn.jpg,https://ik.imagekit.io/lord8131/6071-3_ymubCwZia-.jpg",Industrial Chemicals,"LOCTITE EA 11C , adhesive sealant, Bangladesh, construction adhesive, sealant for leaks, waterproof sealant, bonding agent, thread sealant, electronic sealant, industrial adhesive"
6072,LOCTITE EA E-30CL,"LOCTITE EA E-30CL is a versatile, high-performance threadlocker designed for demanding applications. This anaerobic adhesive cures quickly when confined between metal surfaces, forming a strong, permanent bond that resists loosening from vibration or shock. Ideal for securing threaded fasteners in a wide range of industries, including automotive, aerospace, and industrial manufacturing.

LOCTITE EA E-30CL offers exceptional corrosion resistance and temperature stability, ensuring long-lasting reliability. Its low odor and easy application make it a safe and user-friendly choice.


Keywords: LOCTITE, threadlocker, EA E-30CL, anaerobic adhesive, thread sealant, fastener, vibration resistance, shock resistance, corrosion resistance, temperature stability",,"https://ik.imagekit.io/manwar1/6072-2_irxY2QsOUL.jpg,https://ik.imagekit.io/manwar1/6072-1_xsff3iW2Z.jpg,https://ik.imagekit.io/manwar1/6072-3__OXa-E_I5i.jpg",Industrial Chemicals,"LOCTITE EA E-30CL , adhesive sealant, Bangladesh, construction adhesive, sealant for leaks, waterproof sealant, bonding agent, thread sealant, electronic sealant, industrial adhesive"
6073,LOCTITE AA 331,"LOCTITE AA 331 is a premium, high-strength, general purpose threadlocker designed for use on metal fasteners in a wide range of applications. This anaerobic adhesive cures when confined in the absence of air, creating a strong, permanent bond. 

LOCTITE AA 331 is ideal for securing threaded components in demanding environments, ensuring reliable performance and preventing loosening due to vibration or shock. It is removable with standard hand tools. 

Keywords: LOCTITE AA 331, threadlocker, adhesive, metal fasteners, high strength, general purpose, vibration resistance, shock resistance, permanent bond, removable.",,"https://ik.imagekit.io/lord8131/6073-1_VQVjyjl_ex.jpg,https://ik.imagekit.io/lord8131/6073-2_mkLNProC8z.jpg,https://ik.imagekit.io/lord8131/6073-3_gqIJUepKn.jpg",Industrial Chemicals,"LOCTITE AA 331 , adhesive sealant, Bangladesh, construction adhesive, sealant for leaks, waterproof sealant, bonding agent, thread sealant, electronic sealant, industrial adhesive"
6074,LOCTITE 262,"LOCTITE 262 is a high-strength, threadlocker adhesive that provides a permanent bond between metal threads, eliminating the need for mechanical fasteners. It is designed for use on metal fasteners up to 1-1/2 inches in diameter and can withstand temperatures from -54°C to 150°C. LOCTITE 262 is suitable for applications where high vibration and dynamic stress are present, such as in the automotive, aerospace, and industrial sectors. Key benefits include high strength, resistance to oil and chemicals, and a low odor formula. • Suitable for use on active metals, including stainless steel and aluminum. 
Keywords: LOCTITE 262 threadlocker adhesive metal fasteners permanent bond high strength vibration resistance automotive aerospace industrial",,"https://ik.imagekit.io/manwar1/6074-3_zb3LgiFhbW.jpg,https://ik.imagekit.io/manwar1/6074-1_s1DBazUy-1.jpg,https://ik.imagekit.io/manwar1/6074-2_C30KHQwW9.jpg",Industrial Chemicals,"LOCTITE 262 , adhesive sealant, Bangladesh, construction adhesive, sealant for leaks, waterproof sealant, bonding agent, thread sealant, electronic sealant, industrial adhesive"
6075,LOCTITE 4310,"LOCTITE 4310 is a high-strength, high-temperature resistant threadlocker designed for locking and sealing threaded fasteners in extreme environments. This anaerobic adhesive cures in the absence of air and is suitable for applications where high thermal resistance and vibration resistance are required. LOCTITE 4310 provides a reliable seal against fluids and gases, and its high-strength formula ensures that threads are securely locked in place. It is also resistant to chemicals and can withstand temperatures up to 300°F (150°C). • Typical applications include engine components, gearboxes, and other high-temperature assemblies. Keywords: threadlocker adhesive sealant high-temperature resistant anaerobic chemicals resistant vibration resistant fluids resistant gases resistant locking threaded fasteners high",,"https://ik.imagekit.io/lord8131/6075-2_ZlnxxKv8c.jpg,https://ik.imagekit.io/lord8131/6075-1_XxAbm2NpU.jpg,https://ik.imagekit.io/lord8131/6075-3__wLlO97lR.jpg",Industrial Chemicals,"LOCTITE 4310 , adhesive sealant, Bangladesh, construction adhesive, sealant for leaks, waterproof sealant, bonding agent, thread sealant, electronic sealant, industrial adhesive"
6076,LOCTITE AA 324,"LOCTITE AA 324 is a high-performance, acrylic-based adhesive that provides strong and durable bonds on a wide range of materials, including plastics, metals, and glass. It is ideal for bonding dissimilar materials and can withstand harsh environments and extreme temperatures. The adhesive is easy to apply and cures quickly, making it perfect for high-volume production applications. It also has excellent impact and vibration resistance, ensuring a long-lasting bond. Key benefits include: • High-strength bonding with excellent durability. Keywords: LOCTITE AA 324 adhesive acrylic-based high-performance strong durable bonds plastics metals glass high-volume production impact resistance vibration resistance.",,"https://ik.imagekit.io/manwar1/6076-1_gOF-g6NuvW.jpg,https://ik.imagekit.io/manwar1/6076-3_6xd3jYEFT.jpg,https://ik.imagekit.io/manwar1/6076-2_NeaX_S8DS.jpg",Industrial Chemicals,"LOCTITE AA 324 , adhesive sealant, Bangladesh, construction adhesive, sealant for leaks, waterproof sealant, bonding agent, thread sealant, electronic sealant, industrial adhesive"
6077,LOCTITE 4541,"LOCTITE 4541 is a high-strength, low-odor, and low-bloom instant adhesive designed for bonding a wide range of materials, including plastics, metals, and elastomers. This fast-drying adhesive offers excellent impact resistance and flexibility, making it ideal for applications where high strength and durability are required. LOCTITE 4541 is suitable for use in a variety of industries, including automotive, aerospace, and industrial manufacturing. Key benefits include:
• Fast bonding time, typically 10-30 seconds
LOCTITE 4541 is a reliable and efficient solution for demanding applications. Keywords: instant adhesive, high-strength adhesive, low-odor adhesive, low-bloom adhesive, plastics bonding, metals bonding, elastomers",,"https://ik.imagekit.io/lord8131/6077-2_JIqoJdwIU.jpg,https://ik.imagekit.io/lord8131/6077-1_eOrgIkOaDN.jpg,https://ik.imagekit.io/lord8131/6077-3_IZ8szzO3zO.jpg",Industrial Chemicals,"LOCTITE 4541 , adhesive sealant, Bangladesh, construction adhesive, sealant for leaks, waterproof sealant, bonding agent, thread sealant, electronic sealant, industrial adhesive"
6078,LOCTITE ABLESTIK QMI529HT-LV,"LOCTITE ABLESTIK QMI529HT-LV is a high-reliability, low-outgassing epoxy adhesive designed for bonding a wide range of materials, including metals, ceramics, and plastics. This two-part epoxy offers excellent mechanical strength, thermal stability, and resistance to chemicals and radiation. It is ideal for applications in aerospace, defense, and industrial markets where high performance and reliability are critical. LOCTITE ABLESTIK QMI529HT-LV is easy to mix and apply, and it cures at room temperature or with heat to achieve optimal properties. Key benefits include high bond strength, low shrinkage, and excellent durability. 
Keywords: epoxy adhesive, high-reliability, low-outgassing, aerospace",,https://emg.trustglobal.eu.org/images/loctite.jpg,Industrial Chemicals,"LOCTITE ABLESTIK QMI529HT-LV , adhesive sealant, Bangladesh, construction adhesive, sealant for leaks, waterproof sealant, bonding agent, thread sealant, electronic sealant, industrial adhesive"
6079,LOCTITE AA 330,"LOCTITE AA 330 is a high-strength, two-component epoxy adhesive that provides exceptional bonding power and durability. This versatile product is ideal for bonding a wide range of materials, including metals, plastics, and ceramics. With its high impact resistance and excellent chemical resistance, LOCTITE AA 330 is perfect for demanding applications. It also offers a long working time, allowing for precise application and positioning. Key benefits include:
• High-strength bonding with excellent durability
LOCTITE AA 330 is a reliable choice for industries such as automotive, aerospace, and industrial manufacturing. Keywords: epoxy adhesive, high-strength bonding, metal bonding, plastic bonding, ceramic bonding, impact resistance, chemical resistance, two-component adhesive, industrial adhesive, epoxy",,"https://ik.imagekit.io/manwar1/6079-3_mSm6RB__b.jpg,https://ik.imagekit.io/manwar1/6079-2_KQwYN_AQOp.jpg,https://ik.imagekit.io/manwar1/6079-1_Fi5pKlLPh.jpg",Industrial Chemicals,"LOCTITE AA 330 , adhesive sealant, Bangladesh, construction adhesive, sealant for leaks, waterproof sealant, bonding agent, thread sealant, electronic sealant, industrial adhesive"
6080,LOCTITE HHD 4042,"LOCTITE HHD 4042 is a high-performance, solvent-free adhesive sealant designed for heavy-duty applications. It provides excellent resistance to vibration, shock, and extreme temperatures, making it ideal for use in harsh environments. This anaerobic sealant cures in the absence of air, creating a strong and durable bond between metal surfaces. LOCTITE HHD 4042 is suitable for a wide range of applications, including engine components, gearboxes, and machinery. Key benefits include:
• High strength and durability
LOCTITE HHD 4042 is the perfect solution for demanding industrial applications. Keywords: adhesive sealant, heavy-duty, vibration resistance, shock resistance, temperature resistance, anaerobic sealant, metal bonding",,"https://ik.imagekit.io/lord8131/6080-2_aG4LQp7-u.jpg,https://ik.imagekit.io/lord8131/6080-1_Bb_wQj6ry.jpg,https://emg.trustglobal.eu.org/images/no-p.jpg",Industrial Chemicals,"LOCTITE HHD 4042 , adhesive sealant, Bangladesh, construction adhesive, sealant for leaks, waterproof sealant, bonding agent, thread sealant, electronic sealant, industrial adhesive"
6081,LOCTITE 406,"LOCTITE 406 is a high-strength, low-viscosity instant adhesive that bonds a wide range of materials, including plastics, metals, and elastomers. It is ideal for applications where high shear strength and resistance to impact and vibration are required. LOCTITE 406 is also suitable for bonding porous materials and has excellent resistance to chemicals and moisture. It is easy to apply and dries clear, making it perfect for applications where appearance is important. LOCTITE 406 is widely used in the automotive, aerospace, and industrial manufacturing industries. • Fast bonding time of 10-30 seconds. Keywords: instant adhesive, high-strength, low-viscosity, plastics, metals, elastomers, shear strength, impact resistance, vibration resistance",,"https://ik.imagekit.io/manwar1/6081-3_xyfzRhW6o.jpg,https://ik.imagekit.io/manwar1/6081-1_N1JOOTOUA.jpg,https://ik.imagekit.io/manwar1/6081-2_cC14zKB19.jpg",Industrial Chemicals,"LOCTITE 406 , adhesive sealant, Bangladesh, construction adhesive, sealant for leaks, waterproof sealant, bonding agent, thread sealant, electronic sealant, industrial adhesive"
6082,LOCTITE AA H8003,"LOCTITE AA H8003 is a high-strength, two-part acrylic adhesive that offers exceptional bonding power and durability. It is suitable for a wide range of materials, including metals, plastics, and composites. The adhesive features a fast curing time, with a fixture time of just 5-10 minutes, and reaches full strength in 24 hours. It also has excellent resistance to impact, vibration, and extreme temperatures. Ideal for applications where high-strength bonding is critical, such as in the automotive, aerospace, and industrial manufacturing industries. Key benefits include • High-strength bonding, Fast curing time, Excellent durability. Keywords: adhesive, acrylic, high-strength, bonding, metals, plastics, composites, industrial, manufacturing,",,"https://ik.imagekit.io/lord8131/6082-1_aG_dlMm-D.jpg,https://ik.imagekit.io/lord8131/6082-3_EJDogYzNmV.jpg,https://ik.imagekit.io/lord8131/6082-2_6zdWcp4sr.jpg",Industrial Chemicals,"LOCTITE AA H8003 , adhesive sealant, Bangladesh, construction adhesive, sealant for leaks, waterproof sealant, bonding agent, thread sealant, electronic sealant, industrial adhesive"
6083,LOCTITE AA 3926,"LOCTITE AA 3926 is a high-performance, flexible adhesive designed for bonding a wide range of materials, including metals, plastics, and elastomers. This two-part, room-temperature-curing epoxy adhesive offers excellent impact resistance and flexibility, making it ideal for applications where vibration or movement is present. It also provides excellent adhesion to various surfaces, including oily metals. LOCTITE AA 3926 is suitable for use in a variety of industries, including automotive, aerospace, and industrial manufacturing. 
• Can be used on a wide range of materials, including metals, plastics, and elastomers. Keywords: epoxy adhesive flexible adhesive impact resistant adhesive epoxy resin industrial adhesive automotive adhesive aerospace adhesive metal bonding plastic bonding elastomer bonding",,"https://ik.imagekit.io/manwar1/6083-3_xqGRD31cDr.jpg,https://ik.imagekit.io/manwar1/6083-2_NEYPNGdK0O.jpg,https://ik.imagekit.io/manwar1/6083-1_BGvlan61a.jpg",Industrial Chemicals,"LOCTITE AA 3926 , adhesive sealant, Bangladesh, construction adhesive, sealant for leaks, waterproof sealant, bonding agent, thread sealant, electronic sealant, industrial adhesive"
6084,LOCTITE AA 3491,"LOCTITE AA 3491 is a high-strength, two-component epoxy adhesive that provides exceptional bonding strength and durability. It is ideal for bonding a wide range of materials, including metals, plastics, and glass. This epoxy adhesive offers excellent resistance to chemicals, heat, and impact, making it suitable for use in harsh environments. LOCTITE AA 3491 is easy to mix and apply, with a 1:1 mix ratio and a working time of 5 minutes. It reaches full cure in 24 hours, resulting in a strong and lasting bond. • Typical applications include industrial assembly, automotive, and aerospace industries. 
Keywords: epoxy adhesive, high-strength, two-component, bonding, metals, plastics, glass, chemicals",,"https://ik.imagekit.io/lord8131/6084-3_Hx94nlHOoR.jpg,https://ik.imagekit.io/lord8131/6084-2_W4Z-rOCJA.jpg,https://ik.imagekit.io/lord8131/6084-1_XSReLRQwxt.jpg",Industrial Chemicals,"LOCTITE AA 3491 , adhesive sealant, Bangladesh, construction adhesive, sealant for leaks, waterproof sealant, bonding agent, thread sealant, electronic sealant, industrial adhesive"
